snooze_count,historical_success_rate,avg_time_taken_ms,last_failed_type,target_challenge_type,target_difficulty,target_multi_step
1,0.56,2245,math,memory,3,1
4,0.36,20831,math,quiz,2,2
3,0.5,17656,logic,word_scramble,1,2
3,0.92,2868,logic,logic,4,3
0,0.4,2563,word_scramble,memory,3,1
3,0.93,3180,riddle,riddle,4,3
0,0.67,9466,word_scramble,math,1,1
0,0.69,5746,math,memory,3,1
2,0.76,7065,riddle,word_scramble,3,2
1,0.63,2680,word_scramble,memory,3,1
2,0.69,9903,math,word_scramble,3,2
3,0.63,9223,math,quiz,4,3
5,0.31,22944,pattern,word_scramble,1,2
2,0.85,6027,riddle,riddle,3,2
3,0.86,2678,logic,pattern,5,3
6,0.96,2051,riddle,logic,5,3
0,0.8,6933,riddle,quiz,1,1
0,0.53,4257,word_scramble,memory,2,1
0,0.66,7421,memory,riddle,1,1
1,0.61,7233,logic,memory,2,1
1,0.83,10635,pattern,memory,2,1
1,0.59,4133,math,memory,2,1
2,0.82,8590,pattern,pattern,3,2
2,0.65,11898,memory,word_scramble,3,2
3,0.94,3313,none,pattern,4,3
5,0.88,2584,none,pattern,5,3
0,0.7,5747,word_scramble,memory,3,1
3,0.86,3651,logic,logic,5,3
4,0.56,17508,logic,quiz,1,2
5,0.89,1691,none,riddle,4,3
4,0.45,23020,pattern,memory,2,2
1,0.7,8850,quiz,logic,2,1
0,0.63,4569,word_scramble,memory,2,1
4,0.59,21509,logic,word_scramble,2,2
3,0.82,9867,word_scramble,pattern,4,3
4,0.58,15953,math,word_scramble,2,2
4,0.88,1827,logic,logic,4,3
3,0.86,1531,riddle,logic,5,3
3,0.86,3321,logic,riddle,4,3
3,0.66,9515,logic,quiz,4,3
0,0.55,3996,word_scramble,memory,3,1
4,0.57,24101,math,word_scramble,2,2
4,0.36,14752,logic,quiz,2,2
0,0.82,5733,logic,math,1,1
5,0.31,13885,math,memory,2,2
3,0.92,2181,logic,riddle,4,3
1,0.67,4058,math,memory,3,1
3,0.88,3332,none,riddle,4,3
4,0.91,3481,none,logic,4,3
1,0.5,2495,math,memory,3,1
5,0.91,3149,none,logic,4,3
0,0.62,2755,word_scramble,memory,3,1
5,0.33,20300,math,quiz,2,2
4,0.49,17381,math,word_scramble,2,2
6,0.88,2209,none,logic,4,3
3,0.96,2762,riddle,pattern,4,3
0,0.67,5958,word_scramble,memory,3,1
4,0.87,1939,none,riddle,4,3
5,0.32,12979,logic,memory,2,2
4,0.87,1696,logic,logic,5,3
2,0.83,7843,riddle,memory,3,2
2,0.79,7024,math,math,3,2
5,0.87,1700,logic,pattern,4,3
3,0.49,22315,logic,word_scramble,1,2
1,0.56,3051,math,memory,3,1
3,0.39,22682,pattern,memory,2,2
6,0.92,3832,riddle,riddle,4,3
1,0.53,2340,word_scramble,memory,2,1
5,0.97,2332,none,riddle,5,3
3,0.84,5300,memory,riddle,4,3
4,0.36,20065,pattern,quiz,1,2
1,0.59,2489,word_scramble,memory,3,1
3,0.35,19967,math,quiz,1,2
1,0.64,10615,riddle,quiz,2,1
1,0.64,7150,memory,math,2,1
1,0.76,6795,quiz,logic,2,1
6,1.0,2477,none,logic,4,3
3,0.34,18192,math,word_scramble,2,2
5,0.39,12550,pattern,word_scramble,1,2
1,0.41,5916,math,memory,2,1
1,0.7,8976,math,memory,2,1
5,0.52,12031,pattern,quiz,2,2
4,0.57,20271,math,word_scramble,2,2
0,0.44,3623,math,memory,3,1
2,0.78,9155,none,word_scramble,3,2
0,0.8,10497,pattern,math,1,1
5,0.51,15024,pattern,memory,1,2
0,0.68,5822,word_scramble,memory,2,1
3,0.94,1511,logic,pattern,4,3
1,0.65,2566,word_scramble,memory,3,1
5,0.95,3772,riddle,riddle,5,3
2,0.61,5726,memory,riddle,3,2
0,0.6,3052,word_scramble,memory,3,1
2,0.83,9845,riddle,quiz,3,2
6,0.97,3599,riddle,pattern,4,3
1,0.72,8036,math,pattern,2,1
0,0.69,5513,word_scramble,memory,3,1
3,0.86,2361,riddle,riddle,4,3
4,0.33,23257,math,memory,2,2
0,0.64,4635,word_scramble,memory,2,1
4,0.57,22811,math,word_scramble,2,2
0,0.75,11318,memory,math,1,1
3,0.98,2477,riddle,pattern,4,3
1,0.44,4276,math,memory,3,1
4,0.85,3304,riddle,riddle,5,3
4,0.48,23594,pattern,word_scramble,2,2
3,0.67,8851,math,memory,4,3
1,0.42,3042,word_scramble,memory,2,1
0,0.64,5540,memory,word_scramble,1,1
0,0.84,10373,math,word_scramble,1,1
4,0.54,16537,logic,word_scramble,1,2
3,0.94,3501,none,riddle,5,3
1,0.7,10229,math,logic,2,1
0,0.7,11276,none,pattern,1,1
5,0.45,18033,pattern,memory,1,2
0,0.54,5925,math,memory,3,1
5,0.98,1921,riddle,logic,4,3
4,0.9,2699,none,riddle,4,3
4,0.85,1843,riddle,pattern,5,3
1,0.66,9614,logic,math,2,1
1,0.42,4759,word_scramble,memory,3,1
3,0.79,9421,math,riddle,4,3
4,0.95,3667,none,logic,4,3
4,0.33,23109,pattern,quiz,1,2
1,0.77,10735,word_scramble,word_scramble,2,1
3,0.98,2144,logic,logic,4,3
0,0.62,4171,math,memory,3,1
5,0.94,2156,none,pattern,5,3
5,0.98,1522,riddle,pattern,4,3
3,0.56,21509,math,memory,2,2
2,0.8,5393,quiz,math,3,2
1,0.52,2360,math,memory,2,1
3,0.81,6939,quiz,riddle,4,3
4,0.38,21531,logic,memory,1,2
5,0.38,18975,pattern,quiz,1,2
6,0.89,3820,logic,pattern,4,3
1,0.4,3630,math,memory,2,1
2,0.83,5879,pattern,pattern,3,2
3,0.39,22477,math,quiz,2,2
6,0.99,1787,none,logic,5,3
4,0.37,21655,logic,word_scramble,2,2
6,0.94,2216,logic,pattern,4,3
5,0.44,18540,logic,word_scramble,2,2
5,0.98,3496,logic,pattern,4,3
6,0.97,3110,none,pattern,5,3
6,0.99,2978,logic,pattern,5,3
2,0.74,9255,quiz,math,3,2
2,0.78,5944,quiz,word_scramble,3,2
3,0.87,3078,riddle,pattern,5,3
0,0.55,2207,math,memory,2,1
4,0.39,23853,logic,memory,1,2
3,0.53,14051,math,quiz,1,2
6,0.95,2420,none,logic,5,3
0,0.68,4599,word_scramble,memory,3,1
3,0.86,2394,riddle,riddle,5,3
5,0.4,15860,math,quiz,1,2
0,0.48,5392,math,memory,2,1
1,0.46,4026,word_scramble,memory,3,1
5,0.97,2388,logic,pattern,4,3
5,0.46,23595,logic,word_scramble,2,2
0,0.7,7421,quiz,memory,1,1
2,0.62,7104,pattern,pattern,3,2
3,0.94,3500,none,pattern,4,3
1,0.55,2123,math,memory,3,1
4,0.95,2420,none,pattern,5,3
3,0.63,5307,none,word_scramble,4,3
5,0.49,15561,logic,memory,1,2
1,0.54,3358,word_scramble,memory,2,1
6,0.87,3719,riddle,pattern,4,3
1,0.81,10132,quiz,logic,2,1
2,0.79,11974,memory,logic,3,2
3,0.63,8715,math,riddle,4,3
0,0.63,3311,math,memory,3,1
5,0.3,15299,pattern,memory,2,2
4,0.31,15871,math,memory,1,2
3,0.71,10269,pattern,riddle,4,3
5,0.91,3788,logic,logic,4,3
1,0.76,10012,logic,pattern,2,1
0,0.67,2245,math,memory,2,1
3,0.63,11494,none,memory,4,3
0,0.57,4628,word_scramble,memory,2,1
4,0.99,3156,none,riddle,5,3
5,0.44,21935,pattern,word_scramble,2,2
0,0.49,4906,word_scramble,memory,2,1
5,0.46,13783,pattern,memory,1,2
0,0.49,5913,math,memory,2,1
5,0.98,2831,none,pattern,4,3
1,0.49,2510,math,memory,3,1
3,0.68,6419,logic,riddle,4,3
1,0.65,11546,quiz,pattern,2,1
3,0.93,3965,none,riddle,4,3
4,0.92,2197,none,logic,5,3
3,0.48,17829,logic,quiz,1,2
4,0.96,2395,none,logic,4,3
4,0.88,3828,riddle,pattern,4,3
0,0.56,4265,math,memory,3,1
6,0.94,2098,logic,pattern,5,3
3,0.54,17387,pattern,memory,2,2
4,0.94,3696,none,pattern,5,3
5,0.52,22655,logic,memory,2,2
1,0.79,6348,memory,pattern,2,1
5,0.41,22506,logic,memory,1,2
2,0.73,10061,word_scramble,quiz,3,2
4,0.59,20929,math,quiz,2,2
0,0.41,4105,word_scramble,memory,2,1
3,0.97,2589,logic,riddle,4,3
3,0.9,3638,none,riddle,4,3
3,0.73,11342,math,quiz,4,3
4,0.47,14654,math,memory,1,2
3,0.36,17079,logic,word_scramble,1,2
0,0.63,4596,math,memory,2,1
3,0.87,3771,logic,pattern,5,3
3,0.98,1961,riddle,pattern,5,3
0,0.61,3059,word_scramble,memory,3,1
1,0.71,5786,logic,logic,2,1
1,0.42,5704,math,memory,3,1
1,0.59,2083,word_scramble,memory,2,1
1,0.58,4002,math,memory,3,1
5,0.55,24242,pattern,quiz,2,2
5,0.57,13603,math,quiz,1,2
6,0.91,3100,logic,pattern,4,3
1,0.76,8941,quiz,memory,2,1
3,0.42,16709,pattern,memory,1,2
0,0.65,11916,none,pattern,1,1
1,0.64,2830,math,memory,3,1
0,0.61,5398,word_scramble,memory,2,1
3,0.71,10030,logic,quiz,4,3
0,0.64,2391,math,memory,2,1
0,0.67,4883,word_scramble,memory,3,1
0,0.62,2564,word_scramble,memory,2,1
0,0.58,5725,math,memory,2,1
4,0.51,24844,math,word_scramble,2,2
5,0.6,15600,math,quiz,2,2
5,0.49,23077,pattern,memory,1,2
6,0.97,2398,logic,logic,5,3
5,0.46,17494,math,memory,2,2
4,0.32,15810,logic,memory,1,2
1,0.44,5152,math,memory,2,1
3,0.56,17467,pattern,quiz,1,2
4,0.47,23222,math,word_scramble,1,2
0,0.71,9703,none,math,1,1
4,0.94,2063,logic,riddle,4,3
5,0.51,17277,pattern,memory,2,2
2,0.75,11360,math,riddle,3,2
0,0.43,5958,word_scramble,memory,3,1
4,0.85,2348,riddle,pattern,4,3
2,0.8,8377,logic,memory,3,2
2,0.71,9717,logic,memory,3,2
3,0.83,11707,logic,memory,4,3
3,0.54,23044,pattern,memory,2,2
5,0.94,3450,logic,pattern,5,3
4,0.31,24148,pattern,quiz,1,2
0,0.75,8805,none,logic,1,1
6,0.94,2440,logic,pattern,4,3
3,0.97,1670,logic,riddle,5,3
6,0.88,3703,none,pattern,5,3
5,0.4,20117,logic,memory,2,2
1,0.59,5094,word_scramble,memory,3,1
3,0.89,2559,logic,pattern,5,3
1,0.62,3483,word_scramble,memory,3,1
0,0.73,7500,quiz,riddle,1,1
3,0.71,8456,memory,logic,4,3
2,0.81,5050,memory,pattern,3,2
5,0.5,16346,pattern,word_scramble,1,2
1,0.64,2938,word_scramble,memory,2,1
2,0.72,6852,riddle,logic,3,2
5,0.87,3317,none,pattern,5,3
3,0.37,21872,logic,quiz,1,2
0,0.51,3425,math,memory,3,1
3,0.82,7116,word_scramble,logic,4,3
1,0.64,2043,word_scramble,memory,3,1
0,0.58,5227,word_scramble,memory,2,1
3,0.81,7715,pattern,memory,4,3
1,0.66,10764,pattern,math,2,1
2,0.83,11598,logic,riddle,3,2
5,0.93,3560,riddle,riddle,5,3
6,0.99,1720,riddle,logic,5,3
1,0.85,10480,pattern,word_scramble,2,1
0,0.43,3320,word_scramble,memory,3,1
4,0.38,20892,pattern,word_scramble,2,2
4,0.94,2583,riddle,pattern,4,3
5,0.49,18702,pattern,quiz,1,2
3,0.54,22154,math,word_scramble,1,2
4,0.52,15374,math,word_scramble,1,2
0,0.75,9792,memory,math,1,1
2,0.69,6468,logic,logic,3,2
0,0.47,5628,word_scramble,memory,3,1
6,0.98,3314,none,riddle,5,3
5,0.96,2728,none,riddle,4,3
1,0.63,11061,math,riddle,2,1
1,0.68,5726,quiz,word_scramble,2,1
4,0.39,14520,pattern,quiz,1,2
3,0.4,20389,logic,word_scramble,1,2
5,0.96,3827,logic,riddle,5,3
1,0.61,8004,pattern,quiz,2,1
3,0.35,23347,math,memory,2,2
3,0.81,7251,memory,memory,4,3
3,0.46,18836,math,word_scramble,1,2
6,0.88,3315,none,logic,4,3
3,0.48,14064,pattern,word_scramble,2,2
5,0.89,3061,logic,pattern,4,3
4,0.3,14253,logic,memory,1,2
0,0.65,4102,math,memory,3,1
5,0.4,19476,logic,quiz,1,2
2,0.7,7712,math,pattern,3,2
0,0.45,2129,math,memory,2,1
3,0.32,16122,logic,quiz,2,2
0,0.83,9380,logic,math,1,1
5,0.36,12923,logic,quiz,2,2
1,0.6,3900,math,memory,3,1
2,0.69,6149,none,math,3,2
1,0.51,3824,math,memory,2,1
3,0.68,11621,quiz,math,4,3
0,0.57,3362,word_scramble,memory,3,1
2,0.75,9234,riddle,quiz,3,2
1,0.7,8182,quiz,math,2,1
5,0.34,16571,math,word_scramble,1,2
3,0.48,22806,math,quiz,1,2
0,0.71,5653,none,math,1,1
4,0.99,3261,none,logic,4,3
5,0.51,17965,math,word_scramble,2,2
5,0.56,14671,pattern,word_scramble,1,2
0,0.68,10503,word_scramble,logic,1,1
1,0.63,3603,math,memory,3,1
0,0.65,2184,word_scramble,memory,3,1
4,0.88,2633,riddle,logic,5,3
6,0.92,1943,logic,pattern,4,3
5,0.92,1700,riddle,pattern,4,3
3,0.97,2633,riddle,riddle,4,3
1,0.63,3715,word_scramble,memory,3,1
1,0.54,4172,math,memory,3,1
0,0.68,4336,math,memory,3,1
0,0.43,3417,word_scramble,memory,3,1
2,0.72,8530,math,logic,3,2
0,0.53,4784,math,memory,2,1
3,0.46,19038,logic,memory,2,2
3,0.89,3006,none,pattern,4,3
5,0.99,3558,logic,riddle,5,3
3,0.91,2831,none,riddle,4,3
1,0.6,8830,pattern,word_scramble,2,1
4,0.57,15445,logic,memory,1,2
4,0.37,22335,logic,memory,1,2
1,0.7,7496,quiz,pattern,2,1
0,0.57,3991,word_scramble,memory,3,1
1,0.52,5801,math,memory,2,1
5,0.5,22070,logic,memory,1,2
1,0.53,2375,math,memory,2,1
6,0.97,1682,none,logic,5,3
4,0.98,3101,riddle,riddle,4,3
0,0.47,3159,math,memory,2,1
0,0.49,3977,math,memory,3,1
5,0.9,1719,none,logic,4,3
3,0.76,10827,riddle,riddle,4,3
1,0.4,5850,math,memory,3,1
0,0.43,5162,word_scramble,memory,3,1
4,0.36,15473,math,word_scramble,1,2
3,0.8,10067,pattern,quiz,4,3
3,0.83,5980,logic,logic,4,3
5,0.89,1512,none,logic,5,3
6,0.92,2187,logic,logic,4,3
4,0.85,3040,none,pattern,5,3
5,0.57,18117,pattern,memory,2,2
1,0.61,5032,riddle,memory,2,1
3,0.44,20500,math,word_scramble,1,2
3,0.85,7299,math,logic,4,3
3,0.53,22564,logic,memory,2,2
1,0.59,3724,math,memory,3,1
1,0.54,4977,math,memory,3,1
0,0.68,8952,math,logic,1,1
5,0.39,13025,logic,word_scramble,2,2
3,0.64,10097,word_scramble,riddle,4,3
0,0.64,10460,math,riddle,1,1
0,0.63,9904,word_scramble,pattern,1,1
0,0.54,3026,word_scramble,memory,3,1
5,0.41,13991,pattern,word_scramble,1,2
3,0.42,24599,math,word_scramble,1,2
2,0.64,8296,math,memory,3,2
1,0.67,7486,memory,pattern,2,1
5,0.98,2156,none,riddle,5,3
5,0.94,3470,riddle,logic,4,3
6,0.97,3328,riddle,riddle,5,3
1,0.46,3573,math,memory,3,1
3,0.56,22491,logic,quiz,2,2
1,0.5,5809,math,memory,2,1
2,0.84,8296,none,quiz,3,2
5,0.38,21181,math,quiz,1,2
1,0.63,6412,word_scramble,memory,2,1
6,0.87,3154,none,riddle,4,3
0,0.74,10994,memory,pattern,1,1
3,1.0,2228,none,logic,4,3
3,0.43,17759,pattern,word_scramble,1,2
2,0.78,9299,logic,logic,3,2
5,0.96,1710,logic,pattern,4,3
1,0.83,6014,math,math,2,1
3,0.93,3139,none,logic,4,3
6,0.9,2576,none,riddle,4,3
1,0.77,6005,memory,quiz,2,1
1,0.67,3968,math,memory,2,1
1,0.48,5669,word_scramble,memory,3,1
1,0.65,5967,math,memory,2,1
4,0.55,13336,math,memory,2,2
1,0.4,2195,math,memory,3,1
6,0.97,1859,none,logic,4,3
0,0.42,4316,word_scramble,memory,3,1
4,0.58,15882,math,word_scramble,1,2
4,0.4,12508,pattern,memory,2,2
5,0.98,1507,none,logic,4,3
1,0.63,5781,word_scramble,memory,3,1
4,0.55,19775,logic,quiz,2,2
5,0.44,15656,math,word_scramble,2,2
4,0.52,18824,math,word_scramble,1,2
5,0.41,24810,math,word_scramble,2,2
6,0.86,2578,riddle,riddle,4,3
5,0.95,2573,none,riddle,5,3
3,0.64,7617,word_scramble,logic,4,3
5,0.98,2073,none,logic,4,3
3,0.32,15142,logic,memory,1,2
3,0.5,17595,pattern,quiz,1,2
3,0.7,7174,none,pattern,4,3
1,0.51,4509,word_scramble,memory,3,1
2,0.63,6326,riddle,pattern,3,2
5,0.55,14628,logic,quiz,1,2
0,0.7,5846,math,logic,1,1
0,0.66,5000,math,memory,2,1
2,0.77,10108,memory,math,3,2
3,0.75,7894,riddle,word_scramble,4,3
5,0.88,1962,none,logic,5,3
5,0.85,1734,none,logic,5,3
3,0.91,2826,logic,pattern,4,3
1,0.63,5708,word_scramble,memory,3,1
4,0.43,22468,math,word_scramble,2,2
1,0.59,2196,math,memory,3,1
0,0.52,3094,word_scramble,memory,2,1
3,0.76,8500,logic,word_scramble,4,3
0,0.69,3405,math,memory,3,1
3,0.58,17745,math,memory,2,2
1,0.76,11784,logic,logic,2,1
5,0.51,23583,pattern,quiz,2,2
6,0.98,3909,riddle,logic,5,3
5,0.54,20731,math,word_scramble,2,2
3,0.68,6637,pattern,quiz,4,3
6,0.89,1881,none,logic,5,3
1,0.66,4059,word_scramble,memory,2,1
4,0.58,19588,math,quiz,2,2
3,0.95,1804,none,logic,4,3
5,0.4,13379,math,word_scramble,2,2
1,0.78,6018,memory,memory,2,1
1,0.57,2710,word_scramble,memory,2,1
0,0.8,6193,memory,pattern,1,1
1,0.57,4427,word_scramble,memory,2,1
0,0.62,4092,math,memory,3,1
0,0.7,5515,math,memory,3,1
0,0.54,2255,math,memory,2,1
0,0.67,4627,math,memory,3,1
3,0.81,10282,riddle,logic,4,3
3,0.69,11296,pattern,quiz,4,3
0,0.51,4652,math,memory,3,1
1,0.84,5389,logic,logic,2,1
3,0.45,23023,pattern,memory,1,2
0,0.74,8519,none,pattern,1,1
4,0.89,1757,riddle,logic,4,3
0,0.67,3733,math,memory,2,1
0,0.59,5047,math,memory,3,1
5,0.59,12952,pattern,word_scramble,2,2
5,0.92,2628,none,riddle,5,3
2,0.82,9045,logic,quiz,3,2
1,0.45,3384,word_scramble,memory,3,1
3,0.31,17778,pattern,word_scramble,2,2
3,0.79,9574,none,pattern,4,3
0,0.58,5058,word_scramble,memory,2,1
1,0.47,2268,math,memory,2,1
3,0.7,8715,pattern,logic,4,3
0,0.43,5135,math,memory,2,1
4,0.54,18467,math,quiz,1,2
3,0.68,9873,none,math,4,3
5,0.45,19948,math,word_scramble,1,2
3,0.55,19862,pattern,memory,1,2
1,0.64,5370,word_scramble,memory,2,1
3,0.77,5293,math,logic,4,3
1,0.57,4910,word_scramble,memory,2,1
2,0.72,8004,logic,quiz,3,2
4,0.86,1738,logic,riddle,5,3
1,0.69,8763,riddle,riddle,2,1
2,0.71,9586,logic,word_scramble,3,2
1,0.66,2057,math,memory,3,1
1,0.77,6459,memory,math,2,1
6,0.99,2329,riddle,logic,4,3
3,0.81,7521,math,logic,4,3
3,0.4,22516,pattern,word_scramble,2,2
5,0.97,1744,none,riddle,4,3
5,0.32,23258,logic,memory,1,2
5,0.54,17369,math,memory,2,2
5,0.37,20130,pattern,memory,1,2
3,0.62,10237,pattern,math,4,3
3,0.4,18956,pattern,memory,1,2
5,0.9,2045,logic,logic,4,3
3,0.67,11077,none,math,4,3
4,0.99,3264,logic,logic,4,3
3,0.42,13061,pattern,memory,2,2
1,0.41,2491,word_scramble,memory,2,1
0,0.8,7841,pattern,pattern,1,1
4,0.32,20239,logic,memory,2,2
6,0.97,2450,none,logic,5,3
1,0.6,10083,none,word_scramble,2,1
6,0.97,1509,logic,pattern,4,3
5,0.57,17203,logic,memory,2,2
0,0.55,2993,word_scramble,memory,3,1
4,0.44,22812,logic,word_scramble,1,2
2,0.74,10551,none,word_scramble,3,2
5,0.9,3931,riddle,riddle,4,3
3,0.37,23080,pattern,quiz,2,2
5,0.56,17658,pattern,quiz,1,2
2,0.79,7822,riddle,logic,3,2
1,0.66,2606,word_scramble,memory,3,1
1,0.66,2705,math,memory,2,1
0,0.54,2901,word_scramble,memory,2,1
1,0.74,11519,math,logic,2,1
5,0.32,17328,pattern,quiz,2,2
0,0.5,5709,math,memory,2,1
0,0.7,7681,word_scramble,quiz,1,1
3,0.97,2744,riddle,logic,5,3
4,0.91,1605,logic,pattern,5,3
5,0.85,2897,none,logic,4,3
5,0.99,3959,riddle,pattern,5,3
0,0.84,5004,none,word_scramble,1,1
1,0.5,4247,word_scramble,memory,3,1
2,0.68,11227,logic,math,3,2
5,0.93,2928,logic,pattern,5,3
5,0.33,16993,pattern,word_scramble,1,2
3,0.84,6833,math,memory,4,3
0,0.67,11227,word_scramble,riddle,1,1
6,0.98,3847,none,logic,5,3
5,0.32,17603,pattern,memory,1,2
0,0.57,4123,word_scramble,memory,2,1
0,0.83,9893,riddle,logic,1,1
5,0.53,18057,pattern,quiz,1,2
1,0.54,4288,word_scramble,memory,3,1
3,0.64,11432,none,math,4,3
1,0.61,6485,word_scramble,logic,2,1
2,0.72,9098,word_scramble,logic,3,2
5,0.86,2116,riddle,pattern,4,3
2,0.83,10090,riddle,pattern,3,2
0,0.5,5934,word_scramble,memory,3,1
0,0.57,5244,math,memory,3,1
5,1.0,3923,logic,pattern,4,3
4,0.89,3349,riddle,pattern,5,3
1,0.69,8140,memory,logic,2,1
4,0.48,14093,logic,quiz,1,2
0,0.47,3246,word_scramble,memory,3,1
3,0.35,15815,logic,quiz,1,2
3,0.95,3366,logic,logic,4,3
2,0.83,6349,word_scramble,math,3,2
4,0.86,3918,riddle,logic,4,3
2,0.8,7641,word_scramble,quiz,3,2
3,0.64,9770,pattern,math,4,3
2,0.76,7408,quiz,word_scramble,3,2
5,0.94,2288,riddle,pattern,4,3
5,0.88,2870,logic,logic,5,3
6,0.92,2340,none,pattern,5,3
3,0.92,1666,riddle,riddle,4,3
0,0.61,3957,math,memory,2,1
5,0.94,2479,logic,pattern,4,3
3,0.98,3685,none,riddle,5,3
4,0.98,1601,none,pattern,5,3
3,0.83,7199,math,quiz,4,3
3,0.7,8728,word_scramble,memory,4,3
0,0.59,5399,math,memory,2,1
5,0.43,18826,math,quiz,1,2
6,0.96,2740,logic,pattern,4,3
5,0.47,13670,math,word_scramble,2,2
4,0.43,22634,logic,memory,2,2
1,0.64,4814,word_scramble,memory,2,1
1,0.46,4847,word_scramble,memory,2,1
1,0.43,3872,math,memory,2,1
3,0.49,16093,math,memory,2,2
4,0.99,2325,none,pattern,5,3
4,0.39,23258,math,memory,2,2
1,0.82,7714,riddle,memory,2,1
1,0.68,2096,word_scramble,memory,2,1
0,0.65,5193,math,memory,3,1
6,0.85,2132,riddle,pattern,4,3
3,0.88,2329,riddle,riddle,4,3
3,0.93,3797,none,logic,5,3
1,0.68,7378,pattern,riddle,2,1
3,0.4,16062,math,memory,2,2
5,0.38,24148,math,quiz,2,2
6,1.0,2023,none,logic,5,3
0,0.6,4675,word_scramble,memory,2,1
1,0.6,5286,math,memory,3,1
0,0.56,5958,math,memory,2,1
1,0.69,7966,logic,pattern,2,1
4,0.33,24104,logic,word_scramble,2,2
4,0.43,23533,math,word_scramble,1,2
3,0.99,3433,none,riddle,5,3
2,0.85,6696,none,word_scramble,3,2
5,0.56,21289,math,quiz,2,2
1,0.76,11127,math,riddle,2,1
1,0.56,5134,math,memory,2,1
1,0.45,2496,word_scramble,memory,2,1
4,0.35,12155,pattern,quiz,2,2
1,0.49,5256,word_scramble,memory,2,1
4,0.43,24475,math,quiz,1,2
3,0.57,19082,logic,quiz,1,2
0,0.81,6627,none,math,1,1
5,0.36,19448,math,memory,2,2
4,0.55,18203,logic,quiz,2,2
2,0.62,7673,pattern,math,3,2
5,0.51,21759,logic,quiz,2,2
6,0.88,1951,none,riddle,5,3
2,0.72,10974,pattern,riddle,3,2
0,0.58,4237,math,memory,3,1
1,0.52,4051,word_scramble,memory,3,1
5,0.96,1795,none,pattern,4,3
4,0.98,1853,none,logic,4,3
2,0.79,10390,quiz,logic,3,2
2,0.62,8351,quiz,quiz,3,2
5,0.3,13639,pattern,memory,2,2
0,0.43,2146,word_scramble,memory,2,1
3,0.88,3700,riddle,logic,4,3
3,0.92,3081,logic,riddle,4,3
3,0.89,3571,none,logic,4,3
4,0.92,2417,none,logic,4,3
3,0.7,8569,none,memory,4,3
5,0.42,17028,pattern,quiz,2,2
0,0.44,3353,word_scramble,memory,2,1
5,1.0,2511,riddle,logic,4,3
0,0.77,8435,none,memory,1,1
6,0.99,2338,logic,pattern,5,3
4,0.39,19115,pattern,quiz,1,2
4,0.94,2149,none,logic,5,3
5,0.87,3859,riddle,riddle,4,3
6,0.89,1940,none,riddle,5,3
0,0.43,2655,math,memory,2,1
1,0.43,3317,math,memory,3,1
5,0.4,18281,math,word_scramble,1,2
4,0.41,15547,math,memory,1,2
1,0.64,5981,math,memory,2,1
4,0.95,3277,riddle,riddle,4,3
4,0.98,2537,logic,pattern,5,3
3,0.32,18898,math,memory,1,2
0,0.62,4953,word_scramble,memory,2,1
4,0.91,2388,none,logic,4,3
1,0.6,2524,math,memory,2,1
3,0.82,7787,logic,logic,4,3
6,0.87,2162,logic,logic,4,3
5,0.91,1534,logic,logic,5,3
4,0.47,24759,math,quiz,2,2
0,0.83,11474,quiz,riddle,1,1
3,0.77,9703,logic,riddle,4,3
4,0.94,3830,none,logic,4,3
3,0.97,2908,logic,logic,4,3
1,0.58,4307,math,memory,3,1
3,0.79,5147,memory,math,4,3
1,0.69,11115,word_scramble,pattern,2,1
2,0.68,5157,logic,math,3,2
0,0.68,3731,math,memory,2,1
2,0.81,8410,riddle,pattern,3,2
6,0.91,2290,logic,riddle,5,3
6,0.98,3696,riddle,logic,4,3
4,0.85,3163,none,logic,4,3
1,0.74,5673,math,riddle,2,1
0,0.41,3506,word_scramble,memory,3,1
5,0.46,19286,logic,memory,1,2
3,0.43,20912,pattern,memory,1,2
1,0.7,7343,pattern,pattern,2,1
3,0.72,8340,riddle,word_scramble,4,3
0,0.82,10005,pattern,math,1,1
5,0.55,23386,logic,memory,2,2
3,0.69,6506,pattern,math,4,3
3,0.56,12325,math,word_scramble,1,2
5,0.87,2502,riddle,logic,5,3
3,0.9,1736,none,logic,5,3
6,0.87,2234,none,riddle,5,3
1,0.67,2240,word_scramble,memory,3,1
1,0.4,3349,word_scramble,memory,3,1
0,0.6,5799,math,memory,2,1
6,0.95,3991,none,logic,4,3
5,0.96,3912,riddle,riddle,4,3
4,0.93,1828,none,pattern,5,3
6,0.86,2499,logic,riddle,5,3
5,0.43,22666,pattern,memory,2,2
3,0.76,5127,riddle,pattern,4,3
1,0.78,9871,quiz,riddle,2,1
0,0.69,7285,word_scramble,word_scramble,1,1
4,0.31,19136,pattern,quiz,2,2
6,0.93,3803,none,logic,4,3
6,0.98,1514,logic,logic,4,3
3,0.43,14292,math,word_scramble,2,2
5,0.42,23173,math,memory,1,2
4,0.99,1726,riddle,logic,5,3
2,0.63,11438,memory,math,3,2
6,0.98,2942,none,pattern,5,3
2,0.78,6859,pattern,logic,3,2
3,0.95,2782,logic,logic,4,3
3,0.97,1994,logic,logic,4,3
4,0.94,3784,riddle,pattern,4,3
1,0.74,11007,quiz,riddle,2,1
3,0.51,19682,pattern,word_scramble,2,2
3,0.74,9106,math,word_scramble,4,3
4,0.96,2058,logic,riddle,5,3
